Date,product_percents_prediction
12/10/2018 21:00,3.515634615
12/10/2018 21:30,3.515589744
12/10/2018 22:00,3.515544872
12/10/2018 22:30,3.5155
12/10/2018 23:00,3.515455128
12/10/2018 23:30,3.515410256
13/10/2018 00:00,3.515365385
13/10/2018 00:30,3.515320513
13/10/2018 01:00,3.515275641
13/10/2018 01:30,3.515230769
13/10/2018 02:00,3.515185897
13/10/2018 02:30,3.515141026
13/10/2018 03:00,3.515096154
13/10/2018 03:30,3.515051282
13/10/2018 04:00,3.51500641
13/10/2018 04:30,3.514961538
13/10/2018 05:00,3.514916667
13/10/2018 05:30,3.514871795
13/10/2018 06:00,3.514826923
13/10/2018 06:30,3.514782051
13/10/2018 07:00,3.514737179
13/10/2018 07:30,3.514692308
13/10/2018 08:00,3.514647436
13/10/2018 08:30,3.514602564
13/10/2018 09:00,3.514557692
13/10/2018 09:30,3.514512821
13/10/2018 10:00,3.514467949
13/10/2018 10:30,3.514423077
13/10/2018 11:00,3.514378205
13/10/2018 11:30,3.514333333
13/10/2018 12:00,3.514288462
13/10/2018 12:30,3.51424359
13/10/2018 13:00,3.514198718
13/10/2018 13:30,3.514153846
13/10/2018 14:00,3.514108974
13/10/2018 14:30,3.514064103
13/10/2018 15:00,3.514019231
13/10/2018 15:30,3.513974359
13/10/2018 16:00,3.513929487
13/10/2018 16:30,3.513884615
13/10/2018 17:00,3.513839744
13/10/2018 17:30,3.513794872
13/10/2018 18:00,3.51375
13/10/2018 18:30,3.513705128
13/10/2018 19:00,3.513660256
13/10/2018 19:30,3.513615385
13/10/2018 20:00,3.513570513
13/10/2018 20:30,3.513525641
13/10/2018 21:00,3.513480769
13/10/2018 21:30,3.513435897
13/10/2018 22:00,3.513391026
13/10/2018 22:30,3.513346154
13/10/2018 23:00,3.513301282
13/10/2018 23:30,3.51325641
14/10/2018 00:00,3.513211538
14/10/2018 00:30,3.513166667
14/10/2018 01:00,3.513121795
14/10/2018 01:30,3.513076923
14/10/2018 02:00,3.513032051
14/10/2018 02:30,3.512987179
14/10/2018 03:00,3.512942308
14/10/2018 03:30,3.512897436
14/10/2018 04:00,3.512852564
14/10/2018 04:30,3.512807692
14/10/2018 05:00,3.512762821
14/10/2018 05:30,3.512717949
14/10/2018 06:00,3.512673077
14/10/2018 06:30,3.512628205
14/10/2018 07:00,3.512583333
14/10/2018 07:30,3.512538462
14/10/2018 08:00,3.51249359
14/10/2018 08:30,3.512448718
14/10/2018 09:00,3.512403846
14/10/2018 09:30,3.512358974
14/10/2018 10:00,3.512314103
14/10/2018 10:30,3.512269231
14/10/2018 11:00,3.512224359
14/10/2018 11:30,3.512179487
14/10/2018 12:00,3.512134615
14/10/2018 12:30,3.512089744
14/10/2018 13:00,3.512044872
14/10/2018 13:30,3.512
14/10/2018 14:00,3.511955128
14/10/2018 14:30,3.511910256
14/10/2018 15:00,3.511865385
14/10/2018 15:30,3.511820513
14/10/2018 16:00,3.511775641
14/10/2018 16:30,3.511730769
14/10/2018 17:00,3.511685897
14/10/2018 17:30,3.511641026
14/10/2018 18:00,3.511596154
14/10/2018 18:30,3.511551282
14/10/2018 19:00,3.51150641
14/10/2018 19:30,3.511461538
14/10/2018 20:00,3.511416667
14/10/2018 20:30,3.511371795
14/10/2018 21:00,3.511326923
14/10/2018 21:30,3.511282051
14/10/2018 22:00,3.511237179
14/10/2018 22:30,3.511192308
14/10/2018 23:00,3.511147436
14/10/2018 23:30,3.511102564
15/10/2018 00:00,3.511057692
15/10/2018 00:30,3.511012821
15/10/2018 01:00,3.510967949
15/10/2018 01:30,3.510923077
15/10/2018 02:00,3.510878205
15/10/2018 02:30,3.510833333
15/10/2018 03:00,3.510788462
15/10/2018 03:30,3.51074359
15/10/2018 04:00,3.510698718
15/10/2018 04:30,3.510653846
15/10/2018 05:00,3.510608974
15/10/2018 05:30,3.510564103
15/10/2018 06:00,3.510519231
15/10/2018 06:30,3.510474359
15/10/2018 07:00,3.510429487
15/10/2018 07:30,3.510384615
15/10/2018 08:00,3.510339744
15/10/2018 08:30,3.510294872
15/10/2018 09:00,3.51025
15/10/2018 09:30,3.510205128
15/10/2018 10:00,3.510160256
15/10/2018 10:30,3.510115385
15/10/2018 11:00,3.510070513
15/10/2018 11:30,3.510025641
15/10/2018 12:00,3.509980769
15/10/2018 12:30,3.509935897
15/10/2018 13:00,3.509891026
15/10/2018 13:30,3.509846154
15/10/2018 14:00,3.509801282
15/10/2018 14:30,3.50975641
15/10/2018 15:00,3.509711538
15/10/2018 15:30,3.509666667
15/10/2018 16:00,3.509621795
15/10/2018 16:30,3.509576923
15/10/2018 17:00,3.509532051
15/10/2018 17:30,3.509487179
15/10/2018 18:00,3.509442308
15/10/2018 18:30,3.509397436
15/10/2018 19:00,3.509352564
15/10/2018 19:30,3.509307692
15/10/2018 20:00,3.509262821
15/10/2018 20:30,3.509217949
15/10/2018 21:00,3.509173077
15/10/2018 21:30,3.509128205
15/10/2018 22:00,3.509083333
15/10/2018 22:30,3.509038462
15/10/2018 23:00,3.50899359
15/10/2018 23:30,3.508948718
16/10/2018 00:00,3.508903846
16/10/2018 00:30,3.508858974
16/10/2018 01:00,3.508814103
16/10/2018 01:30,3.508769231
16/10/2018 02:00,3.508724359
16/10/2018 02:30,3.508679487
16/10/2018 03:00,3.508634615
16/10/2018 03:30,3.508589744
16/10/2018 04:00,3.508544872
16/10/2018 04:30,3.5085
16/10/2018 05:00,3.508455128
16/10/2018 05:30,3.508410256
16/10/2018 06:00,3.508365385
16/10/2018 06:30,3.508320513
16/10/2018 07:00,3.508275641
16/10/2018 07:30,3.508230769
16/10/2018 08:00,3.508185897
16/10/2018 08:30,3.508141026
16/10/2018 09:00,3.508096154
16/10/2018 09:30,3.508051282
